start_id,end_id,type
11866059,G08,CLASSIFIED_AS
11866064,G06,CLASSIFIED_AS
11866064,B60,CLASSIFIED_AS
11866064,G01,CLASSIFIED_AS
11866198,G05,CLASSIFIED_AS
11866198,Y02,CLASSIFIED_AS
11866198,B64,CLASSIFIED_AS
11866198,B60,CLASSIFIED_AS
11867008,E21,CLASSIFIED_AS
11867008,G01,CLASSIFIED_AS
11867008,G06,CLASSIFIED_AS
11867008,H04,CLASSIFIED_AS
11867027,G06,CLASSIFIED_AS
11867027,G01,CLASSIFIED_AS
11867027,E21,CLASSIFIED_AS
11867027,C01,CLASSIFIED_AS
11867055,E21,CLASSIFIED_AS
11867055,G05,CLASSIFIED_AS
11867154,F03,CLASSIFIED_AS
11867154,F05,CLASSIFIED_AS
11867154,Y02,CLASSIFIED_AS
11867493,H04,CLASSIFIED_AS
11867493,F42,CLASSIFIED_AS
11867511,G01,CLASSIFIED_AS
11867514,G06,CLASSIFIED_AS
11867514,G01,CLASSIFIED_AS
11867516,B62,CLASSIFIED_AS
11867516,G01,CLASSIFIED_AS
11867516,A01,CLASSIFIED_AS
11867524,G01,CLASSIFIED_AS
11867524,G06,CLASSIFIED_AS
11867524,H04,CLASSIFIED_AS
11867524,Y02,CLASSIFIED_AS
11867534,G01,CLASSIFIED_AS
11867534,H04,CLASSIFIED_AS
11867581,G06,CLASSIFIED_AS
11867581,G01,CLASSIFIED_AS
11867604,E21,CLASSIFIED_AS
11867604,G01,CLASSIFIED_AS
11867604,G06,CLASSIFIED_AS
11867608,G01,CLASSIFIED_AS
11867608,B07,CLASSIFIED_AS
11867608,G06,CLASSIFIED_AS
11867683,H01,CLASSIFIED_AS
11867683,G01,CLASSIFIED_AS
11867683,H02,CLASSIFIED_AS
11867690,G16,CLASSIFIED_AS
11867690,G01,CLASSIFIED_AS
11867784,G01,CLASSIFIED_AS
11867791,G01,CLASSIFIED_AS
11867791,G05,CLASSIFIED_AS
11867791,G06,CLASSIFIED_AS
11867801,G01,CLASSIFIED_AS
11867801,G06,CLASSIFIED_AS
11868039,G06,CLASSIFIED_AS
11868039,G03,CLASSIFIED_AS
11868039,H01,CLASSIFIED_AS
11868039,H04,CLASSIFIED_AS
11868098,G05,CLASSIFIED_AS
11868098,G06,CLASSIFIED_AS
11868100,G05,CLASSIFIED_AS
11868100,A01,CLASSIFIED_AS
11868101,G07,CLASSIFIED_AS
11868101,G06,CLASSIFIED_AS
11868101,G05,CLASSIFIED_AS
11868121,G05,CLASSIFIED_AS
11868121,G06,CLASSIFIED_AS
11868126,G10,CLASSIFIED_AS
11868126,G08,CLASSIFIED_AS
11868126,Y02,CLASSIFIED_AS
11868126,G07,CLASSIFIED_AS
11868126,G06,CLASSIFIED_AS
11868126,G01,CLASSIFIED_AS
11868126,B60,CLASSIFIED_AS
11868126,A61,CLASSIFIED_AS
11868126,G05,CLASSIFIED_AS
